slug,name,compound_class,outcome,grade,base,effect,caveat
pt-141,PT-141 (Bremelanotide),peptide,HSDD in premenopausal women (approved),B,Phase 3 RECONNECT; FDA-approved 2019,Modest but significant ↑ desire / ↓ distress (FSFI effect ~0.49–0.61; NNT ~12),"Approved + RCT-backed, but the effect is modest"
pt-141,PT-141 (Bremelanotide),peptide,"Erectile dysfunction (men, off-label)",C,"Phase 2 (2007 intranasal, 60% vs 27%); precursor crossover data",Promising erectogenic effect,No completed Phase 3; the ED program was abandoned on blood-pressure grounds; not approved
pt-141,PT-141 (Bremelanotide),peptide,"General libido / arousal (both sexes, gray market)",D,Extrapolated,Suggestive,Not studied or approved for this
pt-141,PT-141 (Bremelanotide),peptide,Safety,,Approved-drug label + trials,Characterised,"Nausea (~40% first dose), flushing, headache, transient BP increase (the reason ED development stopped), focal hyperpigmentation with repeated use; caution in hypertension / CVD"
rapamycin,Rapamycin (Sirolimus),small_molecule,Mammalian lifespan extension (animal),A,"NIA ITP, Nature 2009: reproducible across 3 labs, both sexes, late-life start; most robust of any compound",,"The strongest lifespan data in the register — but mouse, not human"
rapamycin,Rapamycin (Sirolimus),small_molecule,Human longevity / healthspan,F,No RCT has hit a longevity endpoint; PEARL showed weekly-dosing safety,,The decisive gap: mouse ≠ human; durable human functional benefit unproven
rapamycin,Rapamycin (Sirolimus),small_molecule,Immunosuppression (approved),A,FDA-approved 1999 (transplant); LAM 2015,,"This is real, powerful pharmacology — the flip side of the ""spare immunity"" longevity goal"
rapamycin,Rapamycin (Sirolimus),small_molecule,"Autophagy / cellular ""repair mode""",B,Well-established mechanism (mTORC1 inhibition),,Mechanistically solid; the aging payoff in humans is the unproven step
rapamycin,Rapamycin (Sirolimus),small_molecule,Safety (longevity dosing),C,"PEARL RCT (weekly): reasonably safe; AEs = mouth ulcers, glucose/lipid changes, infection risk",,Not benign — a real immunosuppressant; requires clinical oversight and monitoring
retatrutide,Retatrutide,peptide,Weight loss (obesity),B,"Phase 2 (NEJM 2023, 24.2%/48wk) + Phase 3 TRIUMPH-1 topline (28.3%/80wk)",Deepest weight loss of any obesity candidate to date,"Phase 3 topline is positive, but not yet approved; full peer-reviewed Phase 3 data + regulatory review pending"
retatrutide,Retatrutide,peptide,Type-2 diabetes glycemic control,B,"Phase 3 TRANSCEND-T2D-1 topline (≤2.0% A1C, ~16.8% weight, 40wk)",Strong,Topline only; not approved
retatrutide,Retatrutide,peptide,Hepatic fat / energy expenditure (the glucagon arm),C,Mechanistic + trial signals,Promising / distinguishing,The arm neither semaglutide nor tirzepatide has; long-term effects still being characterised
retatrutide,Retatrutide,peptide,Safety / long-term,,"Phase 2/3 (incretin-class GI AEs, mostly mild-moderate on escalation)",GI-predominant,Long-term and glucagon-arm safety being established in Phase 3; gray-market product safety is unknown
retinol,Retinol (Vitamin A),small_molecule,Topical: fine wrinkles / photoaging appearance,A,"2025 network meta-analysis (Sci Rep, 23 RCTs, n=3,905) ranked retinol with OR=14.10 for fine wrinkle improvement (behind isotretinoin OR=116 and tretinoin OR=6.87 in different rank position but statistically significant). Multiple independent 12-week split-face RCTs (Draelos 2020, Zasada 2020) show measurable improvement at 0.25–0.5%.","Visible reduction of fine lines, improved skin smoothness and texture over 8–12 weeks","Effect smaller than prescription tretinoin at equivalent concentrations because retinol must convert enzymatically (retinol → retinaldehyde → retinoic acid) — but tolerability is better; formulation quality (stability, delivery system) profoundly affects real-world outcomes"
retinol,Retinol (Vitamin A),small_molecule,"Photoaging: skin texture, roughness, dermal remodeling",A,Kligman foundational RCTs 1986; Draelos 2020 histologic analysis showed newly formed collagen and greater epidermal thickening in retinol serum subjects at 12 weeks; consistent finding across multiple systematic reviews,Measurable improvement in skin texture and roughness; collagen synthesis demonstrated histologically,Requires 3+ months for visible change; sunscreen use during treatment required (photosensitivity)
retinol,Retinol (Vitamin A),small_molecule,Hyperpigmentation appearance,B,2025 network meta-analysis identified retinol and tretinoin as superior for hyperpigmentation among tested compounds; multiple RCTs at 0.3–0.5%,Reduction in appearance of uneven pigmentation,"Modest vs prescription tretinoin; combination formulations (with niacinamide, hexylresorcinol) can enhance visible effect"
retinol,Retinol (Vitamin A),small_molecule,Acne appearance / pore size,B,RCTs at 0.25–1.0%; documented effect on comedones and pore appearance,Reduction in appearance of comedones and enlarged pores,Cosmetic scope only — acne treatment is medical territory (prescription tretinoin/adapalene/isotretinoin); do not conflate cosmetic appearance claims with acne treatment claims
retinol,Retinol (Vitamin A),small_molecule,Comparative efficacy vs tretinoin (prescription retinoid),B,Draelos 2020 12-week split-face n=45 comparing retinol 0.25/0.5/1.0% vs tretinoin 0.025/0.05/0.1%: parity across investigator/subject assessments and TEWL; retinol showed significant earlier smoothness improvement at week 4 (p=0.031); histologic collagen and epidermal thickening greater with retinol; older 44:1 retinol:tretinoin ratio hypothesis not supported — ~10:1 ratio provides comparable clinical effect,Comparable visible improvement with better tolerability profile,"Formulation-dependent; results with well-formulated retinol serums are not automatically transferable to any generic retinol product; vehicle (liquid crystal formulations, nanoformulations, encapsulation) matters as much as concentration"
retinol,Retinol (Vitamin A),small_molecule,Formulation stability and delivery (mechanism-level),,"Retinol oxidizes readily on exposure to air, light, and heat; degrades to less-active forms; well-designed vehicles (airless packaging, encapsulation, antioxidant blends, liquid crystal systems, lipid nanoparticles) substantially improve stability and penetration",Modern formulations achieve efficacy at lower nominal concentrations than older creams,"A ""1% retinol"" in a poorly designed vehicle may deliver less active compound than a ""0.3% retinol"" in a stable, penetration-optimized formula"
retinol,Retinol (Vitamin A),small_molecule,Safety (topical) and known side effects,,Decades of clinical and cosmetic use; extensive tolerability data; 2025 randomized patch test mapping soothing agents against retinol-induced irritation,"Well-tolerated at cosmetic concentrations, especially with gradual ""retinization"" (dose escalation); documented side effects at higher concentrations","Common transient effects include erythema, dryness, peeling, stinging (retinization period, typically 2–6 weeks). Pregnancy category — cosmetic use of retinol is not recommended during pregnancy or breastfeeding due to cumulative vitamin A exposure concerns (precautionary; EU 2024/996 mandates label warning)"
retinol,Retinol (Vitamin A),small_molecule,Systemic exposure and cumulative vitamin A risk,,"SCCS opinion (SCCS/1639/21) identified potential cumulative vitamin A exposure from combined dietary, supplement, and cosmetic sources; basis for EU Regulation 2024/996 concentration limits","At restricted concentrations (≤0.3% RE face/hands, ≤0.05% RE body), cosmetic use assessed as safe","Warning label mandatory in EU: ""Contains Vitamin A. Consider your daily intake before use."""
selank,Selank,peptide,Generalized anxiety disorder (on-label in Russia),C,"Russian RCTs — anxiolytic efficacy compared to benzodiazepines (e.g. medazepam), without sedation",Meaningful anxiety reduction,"Strongest use, but Russian-only, no Western replication; methodology varies from FDA/EMA standards"
selank,Selank,peptide,Anxiolytic mechanism (GABA / enkephalin / BDNF),B,Preclinical (rodent) + Russian mechanistic work,"Multi-target, well-characterised",Animal/mechanistic; human translation is Russian-only
selank,Selank,peptide,Cognitive / nootropic (secondary),D,Extrapolated + limited data,Secondary to anxiolysis,Weaker than the anxiety use; often a downstream effect of reduced anxiety
selank,Selank,peptide,Immune / antiviral (tuftsin heritage),C,Preclinical (cytokine regulation; antiviral fragments),Suggestive,Preclinical; from its tuftsin origin
selank,Selank,peptide,"General ""stress / focus"" (biohacker use)",D,Extrapolated,Suggestive,Not the approved use
selank,Selank,peptide,Safety,,"Approved drug (Russia), broad clinical use",Notably clean,"No sedation, tolerance, or dependence — a genuine advantage over benzodiazepines; long-term / Western data limited"
semaglutide,Semaglutide,peptide,Type-2 diabetes glycemic control,A,SUSTAIN Phase 3; FDA-approved,Robust HbA1c reduction,—
semaglutide,Semaglutide,peptide,Chronic weight management (obesity),A,STEP Phase 3 (~15% subQ); OASIS (oral); FDA-approved,Substantial weight loss,Effect wanes if stopped; GI tolerability
semaglutide,Semaglutide,peptide,Cardiovascular risk reduction,A,"SELECT (Wegovy), SOUL (oral); FDA-approved",Reduced major CV events,—
semaglutide,Semaglutide,peptide,Kidney (T2D + CKD),A,FLOW; FDA-approved (2025),Reduced eGFR decline / ESKD / CV death,—
semaglutide,Semaglutide,peptide,Safety,,Large trials + post-marketing,Well-characterised,GI effects (nausea/vomiting/diarrhea); labeled risks; requires clinical oversight
semax,Semax,peptide,Ischemic-stroke recovery (on-label in Russia),C,Multiple Russian RCTs; routine use added to standard stroke care,Improved recovery / functional outcomes / lower mortality reported,"Strongest use, but Russian-only, no Western replication; trial methodology varies from FDA/EMA standards"
semax,Semax,peptide,BDNF/NGF upregulation & neuroprotection (mechanism),B,Consistent rodent studies (e.g. single intranasal dose ↑BDNF; Romanova 2006 ↓infarct volume),Robust in animals,Animal/in-vitro; does not by itself prove the human cognitive claims
semax,Semax,peptide,Cognitive enhancement in healthy adults (the popular use),D,Extrapolated; few direct RCTs,Suggestive,"The healthy-user ""nootropic"" case is far weaker than the stroke case — the opposite of how it's marketed"
semax,Semax,peptide,Optic-nerve disease,D,Small Russian trials,Suggestive,"Small, regional"
semax,Semax,peptide,Antidepressant / anxiety / stress,D,Preclinical + some Russian data,Suggestive,"Early; interestingly, the PGP fragment alone shows activity"
semax,Semax,peptide,"Marketed ""limitless-style"" cognitive enhancement",F,None rigorous,Not demonstrated,Not supported by rigorous evidence in healthy people
semax,Semax,peptide,Safety,,"Approved drug in Russia (intranasal), broad clinical use",Generally well tolerated,Long-term / Western safety data limited
sermorelin,Sermorelin,peptide,Pediatric GH deficiency / growth failure (former approved indication),B,FDA-approved (NDA 20-443); published pediatric RCTs,Increased height velocity in GHRH-responders,Effect smaller than direct rhGH; historical approval
sermorelin,Sermorelin,peptide,GH-stimulation diagnostic testing (approved use),B,FDA-approved (NDA 19-863); long clinical use,Reliable assessment of pituitary GH reserve,Established diagnostic role
sermorelin,Sermorelin,peptide,Raises GH / IGF-1 (physiologically),B,Well-characterised mechanism + studies,"Yes, in a pulsatile, feedback-preserving way",Works via the pituitary; self-limiting (see mechanism)
sermorelin,Sermorelin,peptide,Adult anti-aging / body composition / sleep (the popular off-label use),C,"Limited RCTs; ""mid-tier"" evidence",Suggestive,Thinner data than its pharmaceutical history implies; off-label
sermorelin,Sermorelin,peptide,Safety,,Approved-drug safety record; self-regulating feedback,Favourable vs direct rhGH,Considered among the safer GH-directed therapies; WADA-banned
slu-pp-332,"SLU-PP-332 (ERR agonist / ""exercise mimetic"")",small_molecule,Fat loss / anti-obesity (metabolic syndrome),F,"Billon 2024 (DIO & ob/ob mice): ↑energy expenditure, ↑fatty-acid oxidation, ↓fat mass, ↑insulin sensitivity",,Compelling mouse-only data; no human efficacy; the marketed use rests entirely on rodents
slu-pp-332,"SLU-PP-332 (ERR agonist / ""exercise mimetic"")",small_molecule,Endurance / aerobic capacity,F,Mouse: ↑treadmill endurance; ERRα-dependent acute aerobic-exercise response; ↑oxidative fibers,,"Real preclinical performance signal — but animal-only, and WADA-banned for exactly this reason"
slu-pp-332,"SLU-PP-332 (ERR agonist / ""exercise mimetic"")",small_molecule,Mitochondrial biogenesis / cellular respiration,F,"Cell + mouse: upregulates DDIT4, enhances mitochondrial function",,Mechanistically well-shown in models; not human-validated
slu-pp-332,"SLU-PP-332 (ERR agonist / ""exercise mimetic"")",small_molecule,"Cardiac / other (heart failure, muscle regen, kidney/aging)",F,Mouse: cardiac protection vs pressure overload; ERRα in muscle regeneration (FASEB 2025),,"Early, model-specific; exploratory"
slu-pp-332,"SLU-PP-332 (ERR agonist / ""exercise mimetic"")",small_molecule,Human efficacy or safety (any use),F,None — no human trials; poor oral bioavailability documented,,The double gap: no human data and a known PK flaw that undermines oral use (hence the SLU-PP-915 successor)
slu-pp-332,"SLU-PP-332 (ERR agonist / ""exercise mimetic"")",small_molecule,Safety,,Short rodent studies,,No human safety data; banned in sport; chronic-use effects unknown
slu-pp-915,SLU-PP-915,small_molecule,Endurance / exercise capacity (the marketed use),F,Mouse studies: enhanced running distance/duration; oral efficacy (first for the class); Ddit4 induction; type-IIa fiber shift,,"Real, notable mouse data + oral breakthrough — but no human trials at all"
slu-pp-915,SLU-PP-915,small_molecule,Oral bioavailability (its whole point vs #60),B,Demonstrated oral activity; 7-day dosing without accumulation/tachyphylaxis,,The genuine advance over #60 — in mice; says nothing about human PK/safety
slu-pp-915,SLU-PP-915,small_molecule,Metabolic syndrome / heart failure / muscle atrophy / DMD,F,Preclinical (Billon 2024; Circulation heart-failure work; aging/DMD models),,"Interesting breadth, all animal/cell; none established"
slu-pp-915,SLU-PP-915,small_molecule,Human efficacy or safety,F,None,,Zero human data as of 2026
slu-pp-915,SLU-PP-915,small_molecule,Doping / sport status,,Detection methods under development (2026),,Being built into anti-doping before approval; class is prohibited-category
snap-8,Acetyl Octapeptide-3,peptide,Topical: appearance of expression lines,C,"Manufacturer in-vivo (Lipotec, n=17, 10%, 28 days, ""~63%"") + in-vitro SNARE assays",Manufacturer-reported improvement,Manufacturer-dominated; no independent standalone RCT; the ~63% figure is not independently replicated
snap-8,Acetyl Octapeptide-3,peptide,"""~30% more active than Argireline""",D,Manufacturer in-vitro/in-vivo comparison,Claimed,"A manufacturer claim; Argireline has the larger independent evidence base — ""newer/more potent"" ≠ better-evidenced"
snap-8,Acetyl Octapeptide-3,peptide,Reaching the neuromuscular junction at cosmetic doses,D,Penetration considerations,Doubtful,Same stratum-corneum barrier as Argireline
snap-8,Acetyl Octapeptide-3,peptide,"""Works like Botox""",F,None (no head-to-head),Not demonstrated,No trial vs botulinum toxin; mechanism is different (reversible competition) and much weaker
snap-8,Acetyl Octapeptide-3,peptide,"""Up to 63% reduction in wrinkle depth"" headline magnitude",D,Marketing claim,,"Wrinkle depth was measured, but only in a single manufacturer-run periocular study of 17 subjects at 10% peptide over 28 days; no independent group has reproduced the figure, and the concentration tested is far above what finished cosmetics contain"
snap-8,Acetyl Octapeptide-3,peptide,Safety (topical),,Broad cosmetic use,Well tolerated,Regarded as safe as used
squalane,Squalane,small_molecule,Emollient softening & moisture retention (appearance/feel of dry skin),B,"Well-established emollient with a long cosmetic track record; a saturated hydrocarbon closely related to squalene, a natural component of human sebum. Reviews of moisturiser ingredients class it as an emollient with light occlusive behaviour that reduces transepidermal water loss and improves the feel of dry skin.","Softer, smoother-feeling skin and reduced flaking, with lightweight, non-greasy moisture; suits most skin types","This is emollient/occlusive action — sealing and softening — not structural barrier-lipid replacement. For a genuinely lipid-depleted barrier, ceramides (with cholesterol and fatty acids) address the structural deficit that squalane does not."
squalane,Squalane,small_molecule,"Lightweight, non-comedogenic facial oil for oily / acne-prone skin (tolerability)",B,"Widely reported as non-comedogenic and well tolerated across skin types, including oily and acne-prone, because it is a stable sebum-mimetic hydrocarbon rather than a heavy triglyceride plant oil.",Lipid support and comfort without a heavy or pore-clogging feel — a practical facial-oil option for skin that cannot tolerate richer oils,"Individual comedogenicity still varies; patch-test. ""Non-comedogenic"" is a general-tendency claim, not a guarantee for every person."
squalane,Squalane,small_molecule,Antioxidant / anti-ageing appearance,C,"Squalane is the hydrogenated, oxidatively stable form of squalene; some laboratory work attributes mild antioxidant or skin-protective activity to it, but clinical evidence in finished cosmetics is thin.",Possible modest supportive benefit; not a primary anti-ageing active,"Preliminary and largely mechanistic — squalane should not be positioned as an anti-ageing treatment or a substitute for evidenced actives (retinoids, vitamin C)."
squalane,Squalane,small_molecule,Soothing / post-procedure comfort (appearance & feel),C,"Used in clinical and dermatology practice as a gentle, non-reactive emollient on sensitised or post-procedure skin; supported mainly by tolerability and clinical experience rather than large trials.","A comfortable, non-stinging emollient layer on reactive skin","Comfort and appearance support only — not a treatment for any condition, and not a substitute for post-procedure medical guidance."
squalane,Squalane,small_molecule,"""Balances / controls oil production"" sebum regulation",D,Marketing claim,,"Human measurement of squalane covers moisturisation and tolerability; sebum output has never been measured in a trial. The balancing story is mechanism only — skin sensing adequate surface lipid and easing its own production — with no outcome data behind it. What was measured is how skin felt and how much water it held, not how much oil it makes."
ss-31,Elamipretide,peptide,Barth syndrome — muscle strength (the approved use),A,"Phase 3 (TAZPOWER) crossover + open-label extension + natural-history comparison (Hornby 2022); ~48-wk gains in 6-min walk, symptom scale, cardiac stroke volume → FDA accelerated approval Sep 2025",,"Approved, but for an ultra-rare disease (~1 in 300,000–500,000 births); accelerated approval → confirmatory trial still owed; the randomized phase actually missed its primary endpoint — approval leaned on the extension + intermediate endpoint"
ss-31,Elamipretide,peptide,Primary mitochondrial myopathy,F,"MMPOWER-3 Phase 3 — did NOT meet primary endpoints (6-min walk, symptom score) in the overall population",,"The pivotal trial for the ""mito myopathy"" use failed; a short earlier study (5-day) had shown a walk-distance signal that didn't hold up"
ss-31,Elamipretide,peptide,Heart failure (HFpEF / cardiac),F,Multiple Phase 2 trials (Bendavia/elamipretide; Daubert 2017) — improved myocardial bioenergetics but no functional/clinical benefit,,"""Fixed the chemistry, didn't move the patient"" — a recurring theme; long-term HFpEF trials did not translate mechanism into outcomes"
ss-31,Elamipretide,peptide,Dry age-related macular degeneration (AMD),D,Phase 2 (ReCLAIM) — mixed/negative on primary endpoints,,Some exploratory signals; did not establish efficacy
ss-31,Elamipretide,peptide,Acute kidney injury / ischemia-reperfusion,D,Preclinical + early clinical,,Strong animal data (kidney protection sustained months after dosing); human efficacy not established
ss-31,Elamipretide,peptide,"""Cellular energy / anti-aging / exercise capacity in healthy people"" (the popular use)",F,"Aged-mouse studies (Siegel 2013; Campbell 2019 — restored redox balance, improved exercise tolerance in old mice)",,The headline longevity claim is animal-only; not demonstrated in healthy humans. This is what most gray-market buyers want it for — and it's the weakest-evidenced use
ss-31,Elamipretide,peptide,Cognitive / neuroprotection,F,Preclinical models only,,Improves mitochondrial/synaptic health in rodent models; not confirmed in humans
ss-31,Elamipretide,peptide,Safety,,FDA trial program + Phase 2 across indications,,"Generally well tolerated; most common AE is injection-site reaction; rare serious hypersensitivity reactions possible (per FDA label); water-soluble, renally excreted"
survodutide,Survodutide (BI 456906),peptide,"Weight loss (obesity, no diabetes)",B,"Phase 3 SYNCHRONIZE-1 (2026): −16.6% at 76 wk vs 3.2% placebo, p<0.0001; 85.1% ≥5% loss. Phase 2 (2024): −14.9% at 46 wk",,"Strong, positive Phase 3 — but not yet approved (confirmatory/regulatory pending); below tirzepatide numerically (no direct comparison)"
survodutide,Survodutide (BI 456906),peptide,MASH resolution / hepatic fat,B,"Phase 2 MASH (Sanyal, NEJM 2024): resolution ~83% top dose vs ~18% placebo; dedicated Phase 3 LIVERAGE ongoing",,Standout Phase 2 liver data (the glucagon-arm advantage); Phase 3 MASH histology outcomes still to confirm
survodutide,Survodutide (BI 456906),peptide,Glycaemic control (T2D),C,SYNCHRONIZE-2 (obesity + diabetes) in Phase 3,,In development; glucagon component makes glucose handling a balance rather than a pure win
survodutide,Survodutide (BI 456906),peptide,Cardiovascular outcomes,,SYNCHRONIZE-CVOT ongoing,,Being formally tested; no outcome data yet; transient heart-rate increase is a class + glucagon consideration
survodutide,Survodutide (BI 456906),peptide,Safety / tolerability,,Phase 2/3 program,,"GI effects (nausea/diarrhea/vomiting — GLP-1 class); transient aminotransferase (liver-enzyme) elevations; small transient heart-rate rise (glucagon-mediated sympathetic activation); the missing-GIP ""insulin safety net"" makes titration more demanding"
syn-ake,Dipeptide Diaminobutyroyl Benzylamide Diacetate,peptide,Appearance of expression/dynamic wrinkles (the cosmetic use),B,In-vitro: blocks muscle-cell contraction substantially; in-vivo cosmetic testing: visibly reduced wrinkle depth over ~28 days (36-subject studies),,"Solid cosmetic evidence for a topical; effect is mild and gradual, on the look of dynamic lines — not injection-strength"
syn-ake,Dipeptide Diaminobutyroyl Benzylamide Diacetate,peptide,Mechanism (mnAChR antagonism),B,"Well-defined: reversible ε-subunit block, from Waglerin-1 pharmacology (McArdle 1999)",,Mechanism is real and specific; topical delivery to muscle is the limiting factor for magnitude
syn-ake,Dipeptide Diaminobutyroyl Benzylamide Diacetate,peptide,"""Botox alternative"" equivalence",F,Marketing claim,,"The claim is not baseless: the maker documents reversible mnAChR ε-subunit antagonism modelled on Waglerin-1 (McArdle 1999), substantial in-vitro block of muscle-cell contraction, and 36-subject ~28-day cosmetic testing showing reduced wrinkle depth. But it stays milder, temporary and surface-acting — how much topical peptide reaches muscle is inherently limited, and no trial has compared it head-to-head against injected botulinum toxin. Not equivalent; honest framing needed"
syn-ake,Dipeptide Diaminobutyroyl Benzylamide Diacetate,peptide,Antioxidant (secondary claim),C,Dose-dependent DPPH radical scavenging,,Minor ancillary property; not the main reason to use it
syn-ake,Dipeptide Diaminobutyroyl Benzylamide Diacetate,peptide,Safety / tolerability (topical),A,Widely used cosmetic ingredient; reversible action,,Good skin compatibility at cosmetic use levels; a topical peptide — not a systemic/injectable exposure
tb-500,TB-500 (Thymosin Beta-4 fragment),peptide,Musculoskeletal / tendon / muscle recovery (the marketed use),C,Animal models only,Suggestive tissue repair,Preclinical; no completed human efficacy trial for the fragment
tb-500,TB-500 (Thymosin Beta-4 fragment),peptide,Wound healing / corneal repair,C,Human trials of full-length Tβ4 — RGN-259 ophthalmic Phase 2/3 (ARISE-1/2); Philp 2003 corneal,"Mixed; some benefit, primary endpoints not fully met","Data is on Tβ4, not TB-500; no FDA approval; orphan designation only (neurotrophic keratopathy)"
tb-500,TB-500 (Thymosin Beta-4 fragment),peptide,Cardiac repair,C,Animal models + an early Tβ4 RCT,Suggestive,Full-length Tβ4; early-stage
tb-500,TB-500 (Thymosin Beta-4 fragment),peptide,"Marketed ""recovery stack"" (with BPC-157) for human injury/performance",F,None,Not demonstrated,No human RCT for the injuries the stack targets
tb-500,TB-500 (Thymosin Beta-4 fragment),peptide,Safety & long-term,,Limited human data for the fragment; theoretical concern from pro-angiogenic activity,Unknown,WADA-banned; long-term/oncologic safety not established
tesamorelin,Tesamorelin,peptide,HIV-associated lipodystrophy — visceral-fat (VAT) reduction (approved indication),A,Phase 3 RCTs — Falutz 2007 NEJM (n=412); pooled n=806 (JCEM 2010); FDA-approved,~15–18% VAT reduction vs placebo at 26 wk (p<0.001),The strongest evidence in the register; the effect reverses on discontinuation
tesamorelin,Tesamorelin,peptide,Liver fat / NAFLD (in HIV),B,"RCT — Stanley 2014, JAMA",Reduced liver fat,Off-label; studied specifically in the HIV population
tesamorelin,Tesamorelin,peptide,Non-HIV visceral fat / general body composition / longevity (popular off-label),C,Mechanism + observational; not RCT-anchored in these groups,Plausible,Not FDA-approved for these; the approved evidence is HIV-specific
tesamorelin,Tesamorelin,peptide,Cognition (older adults),C,Some GHRH-administration trial data,Suggestive,Early; not an approved use
tesamorelin,Tesamorelin,peptide,Safety,,Phase 3 + post-marketing label,Well-characterised,"Raises IGF-1 (monitored); glucose/insulin effects; injection-site reactions, arthralgia; WADA-banned"
tesofensine,Tesofensine,small_molecule,Weight loss / obesity,B,"Phase 2 (Astrup, Lancet 2008): significant at all doses, ~10%/24 wk; ""~2× era's drugs""",,"Solid Phase 2 — but not Phase 3-confirmed for approval, and the ""2×"" was pre-GLP-1 (incretins now exceed it)"
tesofensine,Tesofensine,small_molecule,Energy expenditure + appetite (dual mechanism),B,"Respiration-chamber (Sjödin 2010): ↑24-h EE, ↑fat oxidation, ↓appetite",,"Genuinely dual-action; full human mechanism ""unresolved"""
tesofensine,Tesofensine,small_molecule,Parkinson's / Alzheimer's (original use),D,Four RCTs: limited efficacy,,Failed to become a neuro drug — the reason it was repurposed
tesofensine,Tesofensine,small_molecule,Cardiovascular safety,C,Phase 2: heart rate +~7 bpm (p=0.0001); BP not significantly raised at 24 wk,,The key caveat — HR increase (mechanistic cousin to withdrawn sibutramine); needs careful CV monitoring
tesofensine,Tesofensine,small_molecule,Tolerability,C,"Dry mouth, nausea, constipation, insomnia",,Stimulant-type AEs; dopaminergic component raises theoretical mood/dependence questions
thymalin,Thymalin,peptide,Immune restoration / immunocorrection (the registered use),C,Decades of Russian clinical use; reports of restored lymphocyte counts/function; 2.0–2.4× fewer acute respiratory infections in elderly,,"Real clinical tradition + some RCT/placebo work — but single-group, small, single-region, not independently replicated; unapproved in West"
thymalin,Thymalin,peptide,Geroprotection / longevity,C,"266-person, 6–8-yr study: mortality ~2× lower (Thymalin), ~4.1× lower (Thymalin + Epithalamin); animal lifespan/tumor-reduction data",,"Extraordinary claims, extraordinary caveats: same group, older methodology, no independent replication; can't be taken at Western-regulatory face value"
thymalin,Thymalin,peptide,Severe COVID-19 immune modulation (elderly),D,"2021 study: regulation of immune status, anti-""cytokine-storm"" rationale",,"Small/recent, single-group; hypothesis-generating"
thymalin,Thymalin,peptide,Radiation / hematopoietic immune injury,D,Older Khavinson-group work,,"Limited, dated, unreplicated"
thymalin,Thymalin,peptide,Independent replication / overall quality,,~50 years of program output,,The core issue: overwhelmingly one lineage of investigators; western-standard independent confirmation absent
thymalin,Thymalin,peptide,Safety,,Long clinical use,,"Generally described as well-tolerated; bovine-derived (allergy/immunogenicity); contraindicated in active autoimmune disease, lymphoma/leukemia, immunosuppression"
thymosin-alpha-1,Thymosin Alpha-1 (Thymalfasin / Zadaxin),peptide,Chronic hepatitis B (approved indication),B,"Pivotal trials; approved in ~35 countries; part of a >30-trial / >11,000-subject database",Antiviral / immune benefit,Strongest use; approved widely but not FDA-approved (US)
thymosin-alpha-1,Thymosin Alpha-1 (Thymalfasin / Zadaxin),peptide,"Immune modulation / vaccine response (elderly, immunocompromised)",B,"RCTs (co-administration with influenza, hep B, COVID vaccines)",Improved antibody titres / durability,Benefit clearest in immunocompromised; context-dependent
thymosin-alpha-1,Thymosin Alpha-1 (Thymalfasin / Zadaxin),peptide,Sepsis,C,Multiple RCTs + systematic review/meta-analysis,Suggestive / mixed,Aggregate evidence re-evaluated; context-dependent
thymosin-alpha-1,Thymosin Alpha-1 (Thymalfasin / Zadaxin),peptide,Cancer immunotherapy adjunct,C,">40 adjuvant trials (melanoma, HCC, NSCLC); 2006 NSCLC (n=95, +21% 12-mo survival)",Mixed,Adjuvant use; results mixed across cancers
thymosin-alpha-1,Thymosin Alpha-1 (Thymalfasin / Zadaxin),peptide,COVID-19 (severe/hospitalised),C,Zhang 2020 (China); Shehadeh 2023 US pilot (hypoxemia + lymphocytopenia),Encouraging but preliminary,Observational/pilot; not definitive
thymosin-alpha-1,Thymosin Alpha-1 (Thymalfasin / Zadaxin),peptide,"General ""immune boosting"" (healthy people / wellness)",D,Extrapolated from mechanism + age-related decline,Plausible,Not proven for healthy-person immune enhancement
thymosin-alpha-1,Thymosin Alpha-1 (Thymalfasin / Zadaxin),peptide,Safety,,Millions treated; approved-drug record,Excellent,Very well tolerated; minimal side effects
tirzepatide,Tirzepatide,peptide,Type-2 diabetes glycemic control,A,SURPASS Phase 3; FDA-approved,Robust HbA1c reduction (superior to semaglutide in SURPASS-2),—
tirzepatide,Tirzepatide,peptide,Chronic weight management (obesity),A,SURMOUNT Phase 3 (~20–22%); SURMOUNT-5 head-to-head; FDA-approved,"Substantial weight loss, greater than semaglutide",Effect wanes if stopped; GI tolerability
tirzepatide,Tirzepatide,peptide,Obstructive sleep apnea (with obesity),A,SURMOUNT-OSA; FDA-approved (2024),Fewer breathing disruptions; ~½ no longer met OSA symptom threshold,First drug approved for OSA
tirzepatide,Tirzepatide,peptide,Safety,,Large trials + post-marketing,Well-characterised,GI effects (nausea/diarrhea/constipation/vomiting); labeled risks; clinical oversight
